,stock,species,broodyear,recruits,spawners,r1,r2,r3,r4,r5,r6,r7,r8,r0.1,r0.2,r0.3,r0.4,r0.5,r1.1,r1.2,r1.3,r1.4,r1.5,r2.1,r2.2,r2.3,r2.4,r3.1,r3.2,r3.3,r3.4,r4.1,r4.2,r4.3,logRS,stock.id
3181,BC South (no Fraser)-Chum,Chum,1963,550498,442075,NA,NA,NA,550498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.219343772,111
3182,BC South (no Fraser)-Chum,Chum,1964,1321900,532525,NA,NA,NA,1321900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90919553,111
3183,BC South (no Fraser)-Chum,Chum,1965,972557,197725,NA,NA,NA,972557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.593051509,111
3184,BC South (no Fraser)-Chum,Chum,1966,1327912,519925,NA,NA,NA,1327912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.937678492,111
3185,BC South (no Fraser)-Chum,Chum,1967,350578,461082,NA,NA,NA,350578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27399268,111
3186,BC South (no Fraser)-Chum,Chum,1968,2663833,928273,NA,NA,NA,2663833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.054195471,111
3187,BC South (no Fraser)-Chum,Chum,1969,3017923,604105,NA,NA,NA,3017923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.608576102,111
3188,BC South (no Fraser)-Chum,Chum,1970,1010218,746606,NA,NA,NA,1010218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.302383825,111
3189,BC South (no Fraser)-Chum,Chum,1971,647204,281664,NA,NA,NA,647204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.831946675,111
3190,BC South (no Fraser)-Chum,Chum,1972,1083731,1338569,NA,NA,NA,1083731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.211191416,111
3191,BC South (no Fraser)-Chum,Chum,1973,846011,1158806,NA,NA,NA,846011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.314613082,111
3192,BC South (no Fraser)-Chum,Chum,1974,1727652,792812,NA,NA,NA,1727652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778932421,111
3193,BC South (no Fraser)-Chum,Chum,1975,921301,371076,NA,NA,NA,921301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909379908,111
3194,BC South (no Fraser)-Chum,Chum,1976,2546175,538672,NA,NA,NA,2546175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.553240661,111
3195,BC South (no Fraser)-Chum,Chum,1977,1715022,758139,NA,NA,NA,1715022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816314441,111
3196,BC South (no Fraser)-Chum,Chum,1978,3070728,954590,NA,NA,NA,3070728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.168388017,111
3197,BC South (no Fraser)-Chum,Chum,1979,820011,887186,NA,NA,NA,820011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.078736901,111
3198,BC South (no Fraser)-Chum,Chum,1980,1074140,2025387,NA,NA,NA,1074140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.634240452,111
3199,BC South (no Fraser)-Chum,Chum,1981,1795562,1647057,NA,NA,NA,1795562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086328006,111
3200,BC South (no Fraser)-Chum,Chum,1982,2093398,2106443,NA,NA,NA,2093398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00621216,111
3201,BC South (no Fraser)-Chum,Chum,1983,1197368,670553,NA,NA,NA,1197368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579778348,111
3202,BC South (no Fraser)-Chum,Chum,1984,1912493,910224,NA,NA,NA,1912493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.742472182,111
3203,BC South (no Fraser)-Chum,Chum,1985,722309,1379098,NA,NA,NA,722309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.646731916,111
3204,BC South (no Fraser)-Chum,Chum,1986,1675906,1089814,NA,NA,NA,1675906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.430346875,111
3205,BC South (no Fraser)-Chum,Chum,1987,1300771,795028,NA,NA,NA,1300771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49233511,111
3206,BC South (no Fraser)-Chum,Chum,1988,2474945,996321,NA,NA,NA,2474945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909903958,111
3207,BC South (no Fraser)-Chum,Chum,1989,2417552,376046,NA,NA,NA,2417552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.860799261,111
3208,BC South (no Fraser)-Chum,Chum,1990,2109257,815806,NA,NA,NA,2109257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94991445,111
3209,BC South (no Fraser)-Chum,Chum,1991,723913,737044,NA,NA,NA,723913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.017976372,111
3210,BC South (no Fraser)-Chum,Chum,1992,566438,1015857,NA,NA,NA,566438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58412024,111
3211,BC South (no Fraser)-Chum,Chum,1993,636736,1016491,NA,NA,NA,636736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.467756652,111
3212,BC South (no Fraser)-Chum,Chum,1994,2795920,1006121,NA,NA,NA,2795920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.022058869,111
3213,BC South (no Fraser)-Chum,Chum,1995,444384,497815,NA,NA,NA,444384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.113539469,111
3214,BC South (no Fraser)-Chum,Chum,1996,410824,477539,NA,NA,NA,410824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.150480933,111
3215,BC South (no Fraser)-Chum,Chum,1997,1106716,571584,NA,NA,NA,1106716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.660740897,111
3216,BC South (no Fraser)-Chum,Chum,1998,1943871,1016990,NA,NA,NA,1943871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.647834062,111
3217,BC South (no Fraser)-Chum,Chum,1999,1169365,406796,NA,NA,NA,1169365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.055904314,111
3218,BC South (no Fraser)-Chum,Chum,2000,1890621,283075,NA,NA,NA,1890621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.898948745,111
3219,BC South (no Fraser)-Chum,Chum,2001,974858,876998,NA,NA,NA,974858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105787107,111
3220,BC South (no Fraser)-Chum,Chum,2002,918498,1027156,NA,NA,NA,918498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11180937,111
3221,Kadashan-Chum,Chum,1969,41166,15449,NA,NA,NA,41166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.980068397,112
3222,Kadashan-Chum,Chum,1970,33642,32183,NA,NA,NA,33642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044336924,112
3223,Kadashan-Chum,Chum,1971,5548,64928,NA,NA,NA,5548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.459841461,112
3224,Kadashan-Chum,Chum,1972,13693,45893,NA,NA,NA,13693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.209427847,112
3225,Kadashan-Chum,Chum,1973,19586,35340,NA,NA,NA,19586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.590200442,112
3226,Kadashan-Chum,Chum,1974,20366,26978,NA,NA,NA,20366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.281154875,112
3227,Kadashan-Chum,Chum,1975,14616,5548,NA,NA,NA,14616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.968679317,112
3228,Kadashan-Chum,Chum,1976,50505,13693,NA,NA,NA,50505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.305187588,112
3229,Kadashan-Chum,Chum,1977,26128,19586,NA,NA,NA,26128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288192511,112
3230,Kadashan-Chum,Chum,1978,62029,9248,NA,NA,NA,62029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.903194706,112
3231,Kadashan-Chum,Chum,1979,88316,10516,NA,NA,NA,88316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.128023385,112
3232,Kadashan-Chum,Chum,1980,188283,37034,NA,NA,NA,188283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.626109741,112
3233,Kadashan-Chum,Chum,1981,126755,16648,NA,NA,NA,126755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.029966,112
3234,Kadashan-Chum,Chum,1982,24525,14150,NA,NA,NA,24525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.549978381,112
3235,Kadashan-Chum,Chum,1983,40314,36059,NA,NA,NA,40314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111542317,112
3236,Kadashan-Chum,Chum,1984,214105,52539,NA,NA,NA,214105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.404910798,112
3237,Chilkat-Chum,Chum,1994,140111.3162,29289,NA,NA,5258.493647,94299.32771,39699.31895,854.175914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.565225203,113
3238,Chilkat-Chum,Chum,1995,324887.3608,71416,NA,NA,6882.385726,262827.897,53665.05774,1512.020368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.514956606,113
3239,Chilkat-Chum,Chum,1996,444811.2272,65158,NA,NA,21693.57867,245879.4618,176799.2007,438.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.920834894,113
3240,Chilkat-Chum,Chum,1997,251911.8013,84577,NA,NA,1148.062347,188678.4452,61080.35343,1004.94035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.091416669,113
3241,Chilkat-Chum,Chum,1998,189620.3088,125478,NA,NA,3829.333737,156640.7396,29035.30084,114.9346808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.412893254,113
3242,Chilkat-Chum,Chum,1999,247732.6045,274116,NA,NA,14973.92101,158450.0791,73420.47194,888.1325176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.101201418,113
3243,Chilkat-Chum,Chum,2000,368250.2992,242182,NA,NA,14149.68139,280006.5855,74094.03232,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.419073358,113
3244,Chilkat-Chum,Chum,2001,351938.656,301921,NA,NA,9213.008407,187255.5103,152124.795,3345.342347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153291494,113
3245,Chilkat-Chum,Chum,2002,672333.8177,206000,NA,NA,10782.32415,555099.2483,104929.2272,1523.018114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.182878801,113
3246,Chilkat-Chum,Chum,2003,380770.9542,166000,NA,NA,31589.95678,255423.0368,88816.82026,4941.140412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.830210236,113
3247,Chilkat-Chum,Chum,2004,627813.8981,310000,NA,NA,24794.39368,416947.3638,184087.4889,1984.651703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.705671484,113
3248,Chilkat-Chum,Chum,2005,237985.0653,202000,NA,NA,10340.79781,193906.8061,32950.68568,786.7757222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.163940223,113
3249,East Alsek-Chum,Chum,1960,26481,2000,NA,NA,NA,26481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.583280314,114
3250,East Alsek-Chum,Chum,1961,12094,13700,NA,NA,NA,12094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.124686371,114
3251,East Alsek-Chum,Chum,1962,11396,32500,NA,NA,NA,11396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.047977673,114
3252,East Alsek-Chum,Chum,1965,24935,8000,NA,NA,NA,24935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.136830897,114
3253,East Alsek-Chum,Chum,1969,18995,10000,NA,NA,NA,18995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.641590694,114
3254,East Alsek-Chum,Chum,1972,27749,8000,NA,NA,NA,27749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.243758262,114
3255,East Alsek-Chum,Chum,1973,29059,10000,NA,NA,NA,29059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.066743153,114
3256,East Alsek-Chum,Chum,1974,15049,5000,NA,NA,NA,15049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.101873631,114
3257,East Alsek-Chum,Chum,1975,10853,2000,NA,NA,NA,10853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.691294359,114
3258,East Alsek-Chum,Chum,1976,60214,20000,NA,NA,NA,60214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10217261,114
3259,East Alsek-Chum,Chum,1977,20833,20000,NA,NA,NA,20833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040805994,114
3260,East Alsek-Chum,Chum,1978,9367,8000,NA,NA,NA,9367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157751333,114
3261,East Alsek-Chum,Chum,1979,21302,3000,NA,NA,NA,21302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.960188676,114
3262,East Alsek-Chum,Chum,1980,47320,40000,NA,NA,NA,47320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168053585,114
3263,East Alsek-Chum,Chum,1981,20188,10000,NA,NA,NA,20188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.702503275,114
3264,East Alsek-Chum,Chum,1982,38030,3000,NA,NA,NA,38030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.539763033,114
3265,East Alsek-Chum,Chum,1983,15289,10000,NA,NA,NA,15289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.424548523,114
3266,East Alsek-Chum,Chum,1984,34556,15000,NA,NA,NA,34556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.834530995,114
3267,East Alsek-Chum,Chum,1985,23475,7000,NA,NA,NA,23475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.210025876,114
3268,East Alsek-Chum,Chum,1986,9271,20000,NA,NA,NA,9271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.768841025,114
3269,East Alsek-Chum,Chum,1987,6238,600,NA,NA,NA,6238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.341485242,114
3270,Prince William Sound-Chum,Chum,1965,412761,195644,NA,NA,NA,412761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.746572052,115
3271,Prince William Sound-Chum,Chum,1966,293071,142560,NA,NA,NA,293071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.720651937,115
3272,Prince William Sound-Chum,Chum,1967,689322,127210,NA,NA,NA,689322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.689869242,115
3273,Prince William Sound-Chum,Chum,1968,315278,74570,NA,NA,NA,315278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.441716508,115
3274,Prince William Sound-Chum,Chum,1969,1231287,91540,NA,NA,NA,1231287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.599039208,115
3275,Prince William Sound-Chum,Chum,1970,256110,61550,NA,NA,NA,256110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.425757187,115
3276,Prince William Sound-Chum,Chum,1971,148566,109770,NA,NA,NA,148566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.302642036,115
3277,Prince William Sound-Chum,Chum,1972,444157,269190,NA,NA,NA,444157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.500760654,115
3278,Prince William Sound-Chum,Chum,1973,738898,491270,NA,NA,NA,738898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408166012,115
3279,Prince William Sound-Chum,Chum,1974,646001,166900,NA,NA,NA,646001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.353406221,115
3280,Prince William Sound-Chum,Chum,1975,434424,47290,NA,NA,NA,434424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.217722159,115
3281,Prince William Sound-Chum,Chum,1976,554327,73500,NA,NA,NA,554327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.020469359,115
3282,Prince William Sound-Chum,Chum,1977,2017468,166205,NA,NA,NA,2017468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.496376573,115
3283,Prince William Sound-Chum,Chum,1978,1598758,156230,NA,NA,NA,1598758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.325653076,115
3284,Prince William Sound-Chum,Chum,1979,1334614,84825,NA,NA,NA,1334614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75580708,115
3285,Prince William Sound-Chum,Chum,1980,1431521,72113,NA,NA,NA,1431521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.988258461,115
3286,Prince William Sound-Chum,Chum,1981,1383316,128737,NA,NA,NA,1383316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.374467231,115
3287,Prince William Sound-Chum,Chum,1982,1912281,261755,NA,NA,NA,1912281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.988643098,115
3288,Prince William Sound-Chum,Chum,1983,2264012,285575,NA,NA,NA,2264012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.070389048,115
3289,Prince William Sound-Chum,Chum,1984,2294355,168742,NA,NA,NA,2294355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.609836116,115
3290,Prince William Sound-Chum,Chum,1985,882020,89611,NA,NA,NA,882020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.286736651,115
